Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover	,Pressure (millibars),day,month,year,hour,minute,second,Precip Type_snow
31.36 ,29.00 ,0.13 ,0.00 ,0 ,16.00 ,0.03 ,940.58,25,8,2023,12,3,57,0 
31.36 ,29.00 ,0.13 ,0.00 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,3,57,0 
31.37 ,29.00 ,0.13 ,0.00 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,3,57,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,3,57,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,3,57,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,3,57,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,3,57,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,3,57,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,3,57,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,3,57,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,3,57,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,3,57,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,3,57,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,3,58,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,3,58,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,3,58,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,3,58,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,3,58,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,3,58,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,3,58,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,3,58,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,3,58,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,3,58,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,3,58,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,3,58,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,3,58,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,3,58,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,3,58,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,3,58,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,3,58,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,3,59,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,3,59,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,3,59,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,3,59,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,3,59,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,3,59,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,3,59,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,3,59,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,3,59,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,3,59,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,3,59,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,3,59,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,3,59,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,3,59,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,3,59,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,3,59,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,3,59,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,3,59,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,0,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,0,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,0,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,0,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,0,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,0,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,0,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,0,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,0,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,0,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,0,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,0,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,0,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,0,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,0,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,0,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,0,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,1,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,1,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,1,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,1,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,1,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,1,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,1,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,1,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,1,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,1,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,1,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,1,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.57,25,8,2023,12,4,1,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.57,25,8,2023,12,4,1,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,1,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,1,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.58,25,8,2023,12,4,1,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.58,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,2,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.66,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.66,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,3,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,4,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,4,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,4,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,4,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,4,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,4,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,4,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,4,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,4,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,4,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,4,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,4,0 
31.39 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,4,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,4,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,4,0 
31.39 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,4,0 
31.39 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,4,0 
31.39 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,4,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,5,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,5,0 
31.39 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,5,0 
31.39 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,5,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,5,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,5,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,5,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,5,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,5,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,5,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,5,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,5,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,5,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,5,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,5,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,5,0 
31.39 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,5,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,6,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,7,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.58,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.58,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,8,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,8,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,9,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,10,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,10,0 
31.38 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,10,0 
31.38 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,10,0 
31.38 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,10,0 
31.38 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,10,0 
31.38 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,10,0 
31.38 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,10,0 
31.38 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,10,0 
